train_id,brake_pad_wear_pct,door_cycles,hvac_pressure_psi,traction_motor_temp_c,mileage_km,days_since_ibl,past_30d_delays,past_30d_faults,brake_risk,door_risk,hvac_risk,traction_risk,next_day_failure_prob,failure_event
KM-114,30.71,68835,51.16,45.79,141868.9,155,0,0,0.0943,0.7981,0.786,0.0,0.3897,0
KM-118,79.35,1909,60.76,59.28,69336.6,175,0,0,0.6297,0.0037,0.4322,0.0,0.3078,0
KM-111,51.78,55879,60.02,97.88,161960.1,105,3,2,0.4181,0.7438,0.3567,0.7966,0.5629,1
KM-121,73.34,33955,59.98,88.66,47842.1,82,4,1,0.7378,0.3565,0.3237,0.5332,0.5187,1
KM-104,70.45,71743,43.37,90.7,29028.6,52,2,1,0.5963,0.9292,0.9432,0.5914,0.7479,0
KM-101,10.1,33394,53.92,52.1,44402.5,72,2,1,0.1102,0.3497,0.551,0.0,0.2362,0
KM-119,41.61,27845,70.93,62.62,58155.7,22,5,2,0.4232,0.3653,0.033,0.0,0.246,0
KM-110,91.59,31580,51.28,67.84,79183.6,91,4,2,1.0,0.408,0.6855,0.0,0.5891,0
KM-108,20.8,51237,66.96,69.87,21585.8,105,0,0,0.0432,0.5126,0.1575,0.0,0.1748,0
KM-117,48.32,56892,72.78,54.54,20634.7,33,1,1,0.2834,0.6797,0.0495,0.0,0.279,0
KM-125,54.96,41916,50.62,104.47,176662.6,153,1,0,0.3521,0.3793,0.8046,0.985,0.576,0
KM-120,61.55,13527,48.61,52.44,175355.5,99,2,0,0.4788,0.0695,0.8041,0.0,0.3458,1
KM-104,79.2,36467,62.39,94.89,77549.2,53,0,1,0.6272,0.3878,0.1838,0.7113,0.4955,0
KM-117,38.71,58889,43.43,53.43,27256.3,134,0,1,0.1498,0.7116,1.0,0.0,0.4303,0
KM-107,63.61,39148,58.75,93.66,69604.9,55,1,1,0.4546,0.4223,0.3326,0.676,0.4664,0
KM-109,94.21,63186,68.43,54.81,58276.1,177,2,1,0.9875,0.7819,0.2655,0.0,0.5942,1
KM-108,93.07,22981,69.51,69.02,101334.8,95,0,1,0.8661,0.234,0.1425,0.0,0.3901,0
KM-120,17.49,40937,48.91,90.6,138198.9,46,0,0,0.0306,0.366,0.7125,0.5885,0.3624,0
KM-110,34.05,59499,65.13,66.08,48553.9,13,1,2,0.1659,0.8014,0.0195,0.0,0.2623,0
KM-116,50.61,43483,53.21,86.47,108286.2,23,1,2,0.3061,0.5607,0.5059,0.4706,0.4426,1
KM-124,46.12,61744,73.02,52.94,60813.5,138,0,1,0.2127,0.758,0.207,0.0,0.3054,0
KM-108,55.0,3750,58.46,71.24,28126.4,154,2,0,0.4026,0.0101,0.4925,0.0355,0.249,0
KM-110,60.93,63717,65.8,61.08,85487.8,148,3,1,0.5212,0.7908,0.222,0.0,0.4245,0
KM-106,77.5,11052,54.51,52.05,74766.5,29,2,0,0.7006,0.0513,0.4632,0.0,0.3507,0
KM-110,24.34,31378,49.19,88.62,149699.5,68,2,1,0.1592,0.3256,0.7343,0.532,0.3904,0
KM-118,86.67,42113,47.56,58.8,143572.6,98,3,0,0.9012,0.3819,0.8446,0.0,0.5798,0
KM-122,13.37,6495,66.03,94.16,55102.8,48,4,2,0.2179,0.1831,0.072,0.6902,0.2745,0
KM-115,69.61,30145,47.47,78.75,160886.6,1,2,0,0.5846,0.2313,0.7027,0.25,0.453,0
KM-102,15.02,61306,62.85,98.95,112939.0,3,2,2,0.1226,0.8308,0.0905,0.8271,0.4341,0
KM-104,5.85,9081,72.83,69.58,27204.6,83,2,1,0.1034,0.1182,0.1245,0.0,0.0907,0
KM-110,28.13,21913,59.31,58.97,63431.5,4,1,0,0.1291,0.1434,0.2336,0.0,0.1277,0
KM-119,80.59,30574,67.77,89.57,160525.4,15,0,1,0.6494,0.3163,0.0225,0.559,0.4227,0
KM-103,9.76,50945,45.09,73.5,29492.6,121,1,3,0.0595,0.7482,0.978,0.1,0.4235,0
KM-118,10.96,71524,67.02,104.65,97134.0,144,1,0,0.062,0.8454,0.216,0.9899,0.4742,0
KM-116,50.87,3854,69.28,100.73,169326.5,48,1,0,0.3088,0.0106,0.072,0.878,0.3007,0
KM-102,27.57,52318,49.19,75.43,121268.3,38,1,0,0.126,0.5289,0.6893,0.1551,0.3452,0
KM-113,40.19,59362,62.62,55.09,50974.9,160,0,1,0.1615,0.7192,0.3354,0.0,0.3034,0
KM-114,19.22,73150,51.44,49.42,108711.1,138,0,1,0.0369,0.9544,0.7493,0.0,0.4014,0
KM-110,85.71,13846,53.46,74.97,163185.7,37,1,1,0.7846,0.152,0.5172,0.142,0.4444,0
KM-108,75.94,19274,72.24,46.38,162584.1,97,0,1,0.5766,0.1983,0.1455,0.0,0.2805,0
KM-120,16.12,19149,41.62,80.74,96470.4,130,0,0,0.026,0.1171,1.0,0.3069,0.2997,0
KM-113,51.25,7654,47.9,81.56,47806.0,21,1,1,0.3127,0.1096,0.7153,0.3303,0.346,0
KM-110,11.8,30004,42.34,90.44,105262.3,12,1,1,0.0639,0.3097,0.9243,0.5841,0.4015,0
KM-104,41.56,40202,63.12,99.75,134618.2,133,1,0,0.2227,0.3562,0.2746,0.8501,0.392,0
KM-121,47.94,3592,65.42,71.08,12296.0,68,1,0,0.2798,0.0095,0.102,0.031,0.1269,0
KM-115,15.73,60652,68.67,53.76,173700.4,99,0,0,0.0247,0.6601,0.1485,0.0,0.2034,0
KM-105,14.8,9494,72.92,71.7,120539.7,123,1,1,0.0719,0.1209,0.1845,0.0484,0.102,0
KM-113,80.18,71654,42.16,99.45,128486.4,113,3,2,0.7928,1.0,1.0,0.8415,0.8958,1
KM-107,42.17,21360,57.91,84.7,169325.3,86,4,1,0.3778,0.218,0.4124,0.42,0.3532,1
KM-113,27.68,26458,65.83,47.78,120679.1,141,1,0,0.1266,0.1902,0.2115,0.0,0.1342,0
KM-114,23.62,45294,40.49,47.1,60209.6,41,5,0,0.3058,0.426,1.0,0.0,0.4135,0
KM-117,15.04,38225,47.67,96.59,176733.5,21,0,1,0.0226,0.4103,0.7245,0.7597,0.4073,0
KM-110,57.69,44291,60.74,79.85,140194.5,38,0,0,0.3328,0.4119,0.2274,0.2815,0.3213,0
KM-107,64.52,76149,62.68,104.2,73358.2,132,3,0,0.5663,0.9287,0.2908,0.9771,0.684,0
KM-121,66.86,56464,55.92,63.68,106882.4,151,1,1,0.497,0.673,0.5898,0.0,0.4602,0
KM-114,90.39,46188,40.7,103.22,29819.4,54,1,1,0.8671,0.5187,1.0,0.9492,0.823,1
KM-122,33.43,51465,43.17,73.45,168955.5,28,1,1,0.1617,0.596,0.915,0.0986,0.4083,0
KM-107,70.35,38107,69.28,45.22,85363.2,46,1,2,0.5449,0.4888,0.069,0.0,0.3267,0
KM-107,7.27,66812,51.72,76.4,40959.6,119,1,0,0.0553,0.7632,0.7096,0.1829,0.3887,0
KM-125,43.81,57097,73.89,46.23,17108.2,102,3,1,0.3419,0.683,0.153,0.0,0.321,0
KM-106,15.75,71204,55.46,62.31,173373.5,58,3,0,0.1748,0.8397,0.4684,0.0,0.3648,1
KM-111,83.34,31166,68.55,95.1,168506.5,88,2,1,0.7945,0.3232,0.132,0.7172,0.5287,0
KM-111,52.68,64537,46.86,98.89,155505.1,66,1,1,0.3275,0.8046,0.8248,0.8255,0.6458,0
KM-117,76.2,5402,68.49,73.72,68871.4,165,2,2,0.6807,0.1775,0.2475,0.1062,0.3534,0
KM-119,32.33,70483,50.13,70.69,13628.4,121,2,0,0.2045,0.827,0.7763,0.0197,0.4375,0
KM-102,10.46,45000,44.53,67.15,151170.6,142,0,1,0.0109,0.5019,1.0,0.0,0.3293,0
KM-119,27.38,23262,41.65,98.0,128945.5,98,1,1,0.125,0.2368,1.0,0.8001,0.463,0
KM-125,76.95,6179,48.41,52.6,143078.8,82,1,0,0.6421,0.0215,0.7868,0.0,0.3875,0
KM-114,89.98,62842,41.72,71.62,94680.1,14,2,0,0.9096,0.6962,0.9524,0.0463,0.6921,1
KM-105,55.23,24633,66.05,73.22,161901.8,31,1,1,0.3551,0.2509,0.0465,0.0921,0.2147,0
KM-110,61.98,24264,66.29,97.9,148090.5,177,3,1,0.5342,0.247,0.2655,0.7972,0.4613,0
KM-102,5.94,6709,50.61,77.42,106283.3,27,2,1,0.1035,0.1043,0.616,0.2119,0.2279,0
KM-115,68.68,15747,74.23,95.94,27636.8,149,0,1,0.4717,0.1673,0.2235,0.7413,0.3999,1
KM-113,33.56,71910,43.3,97.81,58168.5,32,1,2,0.1626,1.0,0.9159,0.7946,0.649,0
KM-116,57.95,72562,64.29,52.8,50344.5,63,0,1,0.3358,0.9438,0.1228,0.0,0.3781,0
KM-108,80.65,79009,60.79,85.35,97455.6,117,2,1,0.7504,1.0,0.3441,0.4385,0.6692,1
KM-119,56.63,64562,52.6,98.76,89195.5,112,3,2,0.4707,0.885,0.6641,0.8216,0.6831,0
KM-120,26.72,49009,67.29,97.13,79630.8,4,0,2,0.0714,0.6395,0.006,0.7753,0.3411,1
KM-118,33.78,68264,70.17,88.57,161168.8,164,0,1,0.1141,0.8682,0.246,0.5307,0.4123,0
KM-103,62.42,44015,46.07,98.0,56176.5,33,1,0,0.4396,0.4081,0.8067,0.8,0.5772,1
KM-121,73.93,33334,55.85,47.22,62510.0,11,2,0,0.6465,0.269,0.3824,0.0,0.37,0
KM-115,70.48,75682,72.3,82.02,22729.6,177,2,1,0.5967,1.0,0.2655,0.3434,0.5806,0
KM-125,5.58,51020,60.05,99.07,8769.2,154,0,1,0.0031,0.5893,0.4291,0.8304,0.4003,0
KM-124,10.8,4635,67.92,99.61,140107.1,98,0,1,0.0117,0.0939,0.147,0.846,0.2262,0
KM-106,16.01,22525,60.35,90.65,17908.7,131,1,0,0.0756,0.1494,0.3823,0.59,0.2583,0
KM-102,52.45,23993,54.68,83.84,75862.7,50,0,0,0.2751,0.1642,0.4879,0.3955,0.314,0
KM-107,36.84,69731,74.98,55.41,65214.9,33,2,1,0.2357,0.8938,0.0495,0.0,0.3158,0
KM-108,12.45,62436,62.4,47.85,13115.8,140,0,1,0.0155,0.7695,0.3138,0.0,0.2606,0
KM-125,54.35,5877,65.98,51.81,125269.5,5,0,1,0.2954,0.0999,0.0075,0.0,0.1299,0
KM-109,90.91,22392,70.65,90.61,164422.2,142,3,1,0.9766,0.2281,0.213,0.5887,0.5592,1
KM-125,9.65,28222,68.19,94.8,19941.9,61,1,2,0.0593,0.3695,0.0915,0.7085,0.2732,0
KM-121,8.59,27733,54.47,70.34,45535.4,34,0,0,0.0074,0.2041,0.4723,0.0096,0.15,0
KM-125,40.07,53293,45.29,71.38,16538.6,171,4,3,0.3605,0.7837,1.0,0.0394,0.53,0
KM-124,57.77,42801,45.32,71.86,88613.5,23,1,0,0.3837,0.3913,0.8216,0.0531,0.4071,0
KM-102,9.95,21967,47.63,50.4,54692.4,112,0,1,0.0099,0.2239,0.8628,0.0,0.232,0
KM-102,5.49,17002,53.49,81.77,14251.1,61,0,2,0.003,0.258,0.5519,0.3364,0.2432,0
KM-121,9.63,48805,69.23,73.12,52133.7,143,0,3,0.0093,0.7165,0.2145,0.0892,0.2431,0
KM-112,93.84,76333,51.49,87.87,76137.6,118,1,1,0.9306,1.0,0.7174,0.5106,0.8213,0
KM-103,10.33,49104,61.77,73.85,175090.6,47,0,0,0.0107,0.4809,0.1995,0.1101,0.1859,0
KM-106,22.91,49235,63.78,57.11,16618.5,96,1,0,0.1025,0.4828,0.1927,0.0,0.1951,0
KM-124,74.69,52182,52.48,85.61,97425.3,87,2,0,0.6579,0.5268,0.6311,0.4461,0.5774,0
KM-122,19.52,59151,48.95,85.55,106762.7,37,3,1,0.1881,0.7158,0.6975,0.4442,0.4731,1
KM-106,31.61,47386,70.08,94.55,28294.6,135,2,0,0.1999,0.4559,0.2025,0.7013,0.3647,0
KM-107,62.65,28572,47.43,68.83,109039.3,102,1,0,0.4425,0.2134,0.8557,0.0,0.3794,0
KM-105,37.48,79033,49.96,78.22,20419.1,9,2,1,0.2405,1.0,0.6151,0.2349,0.5042,1
KM-108,61.27,14590,62.15,56.31,102539.4,90,1,1,0.4254,0.1579,0.2492,0.0,0.2382,1
KM-105,59.55,39796,69.28,60.91,7472.2,160,0,0,0.3546,0.3509,0.24,0.0,0.2598,0
KM-106,82.46,24156,58.85,102.54,20056.9,124,3,1,0.8299,0.2459,0.4319,0.9297,0.6243,0
KM-125,16.23,1591,61.24,81.78,84496.7,137,0,1,0.0263,0.0828,0.356,0.3366,0.1684,0
KM-110,25.03,9268,52.7,49.53,98893.4,50,2,1,0.1626,0.1194,0.5669,0.0,0.2002,0
KM-117,26.68,76417,72.41,79.57,125609.3,9,1,0,0.1212,0.9336,0.0135,0.2736,0.3332,1
KM-124,48.94,24377,71.28,52.25,64355.7,104,0,0,0.2395,0.1682,0.156,0.0,0.1571,0
KM-107,48.96,75252,64.25,72.06,19022.5,146,2,1,0.3397,0.9923,0.2489,0.0588,0.4285,0
KM-107,85.61,53812,46.8,46.04,58125.3,24,4,0,0.9329,0.5517,0.7638,0.0,0.6172,1
KM-121,85.65,67217,64.46,46.48,107723.5,83,0,1,0.7336,0.8502,0.1459,0.0,0.4985,1
KM-111,78.91,50262,64.53,59.79,62223.7,166,2,1,0.7227,0.578,0.268,0.0,0.451,0
KM-101,62.47,33005,50.13,101.98,127839.0,36,1,1,0.4403,0.345,0.6489,0.9138,0.5529,0
KM-113,26.84,60323,72.59,91.77,98065.5,142,1,1,0.122,0.7348,0.213,0.6221,0.3934,0
KM-113,67.54,47625,64.61,70.13,61547.9,92,0,0,0.4562,0.4593,0.1537,0.0037,0.306,0
KM-116,55.27,13575,53.89,57.19,61368.4,115,0,0,0.3055,0.0699,0.6171,0.0,0.2478,0
KM-122,27.02,13673,61.06,72.72,64148.1,51,0,0,0.073,0.0707,0.2341,0.0777,0.1056,0
KM-117,30.2,78553,68.4,64.65,92539.8,67,1,0,0.1412,0.973,0.1005,0.0,0.3128,0
KM-121,16.02,29069,59.89,46.29,98448.8,48,1,0,0.0757,0.219,0.2766,0.0,0.1366,0
KM-120,37.96,73893,55.98,51.48,69199.5,100,1,1,0.1941,0.9677,0.5108,0.0,0.412,0
KM-102,93.58,43054,71.17,72.35,101850.0,39,2,1,0.9757,0.4748,0.0585,0.067,0.4853,1
KM-122,79.13,38849,65.76,97.95,79497.6,79,0,2,0.6261,0.4984,0.1185,0.7985,0.5271,0
KM-124,65.76,8914,64.36,81.18,123608.8,128,0,1,0.4325,0.1172,0.2174,0.3195,0.288,0
KM-112,68.21,34630,74.21,63.13,129970.0,41,5,2,0.7152,0.4448,0.0615,0.0,0.3738,1
KM-118,58.28,56073,46.85,67.99,101958.7,156,0,1,0.3397,0.6668,0.96,0.0,0.4776,0
KM-115,55.8,63892,67.78,64.51,162787.1,71,2,1,0.4114,0.7937,0.1065,0.0,0.3637,1
KM-118,56.23,17408,42.07,85.64,154362.3,140,3,1,0.4662,0.1815,1.0,0.4468,0.4979,0
KM-109,25.21,19088,62.67,61.73,160876.7,58,2,1,0.1636,0.1965,0.1802,0.0,0.1424,0
KM-112,88.37,10495,60.21,89.37,143431.1,51,2,2,0.8809,0.2075,0.2681,0.5535,0.5245,0
KM-118,83.26,6125,47.11,67.92,75098.4,75,2,2,0.7932,0.1812,0.8281,0.0,0.4885,0
KM-106,32.72,34422,68.05,92.33,7434.9,105,0,0,0.1071,0.2822,0.1575,0.638,0.2671,0
KM-113,81.87,77499,45.42,103.56,106154.5,14,1,1,0.7203,1.0,0.8043,0.959,0.8548,1
KM-102,33.09,14175,67.88,82.5,63023.0,11,1,1,0.1595,0.1546,0.0165,0.3573,0.1692,0
KM-113,73.49,30030,52.66,48.58,40951.3,73,2,0,0.64,0.23,0.6033,0.0,0.4022,0
KM-102,22.04,41070,71.99,72.85,81518.7,96,0,0,0.0486,0.3678,0.144,0.0814,0.154,0
KM-115,58.04,36280,74.11,86.94,168020.2,178,0,2,0.3368,0.4654,0.267,0.484,0.3844,0
KM-120,13.17,11207,51.31,66.35,22839.8,81,1,2,0.0673,0.2124,0.6691,0.0,0.2105,0
KM-112,6.12,23124,49.33,89.9,83860.1,56,1,0,0.0537,0.1554,0.7106,0.5686,0.3135,0
KM-113,90.51,48496,43.7,80.43,122433.7,142,1,1,0.8691,0.552,1.0,0.2979,0.7018,0
KM-114,54.44,61112,58.19,89.21,45268.3,32,1,1,0.3464,0.7477,0.3204,0.5488,0.482,0
KM-125,37.57,34767,73.76,98.46,165037.2,67,3,0,0.2912,0.2865,0.1005,0.8132,0.3563,0
KM-124,93.4,4743,57.04,82.54,95343.2,55,2,0,0.9724,0.0144,0.401,0.3583,0.4958,0
KM-114,46.1,6797,63.88,71.25,14125.2,9,2,0,0.3125,0.0248,0.0582,0.0358,0.1344,0
KM-105,63.49,4855,60.61,57.27,12180.1,83,4,1,0.6032,0.095,0.3003,0.0,0.2949,0
KM-110,82.18,18252,58.63,89.37,124462.3,108,2,2,0.7754,0.269,0.4167,0.5534,0.5327,0
KM-125,94.43,72113,66.83,75.61,33351.6,163,1,1,0.9417,0.9358,0.2445,0.1602,0.6445,0
KM-106,43.52,60781,55.16,75.84,14103.4,155,2,2,0.2894,0.8222,0.626,0.1668,0.4654,0
KM-114,46.45,41129,58.11,52.09,91839.5,20,3,0,0.3657,0.3686,0.3057,0.0,0.2813,0
KM-110,44.94,45171,49.99,81.29,166414.2,48,2,1,0.302,0.5043,0.6723,0.3225,0.4307,0
KM-111,66.9,40042,59.13,51.04,84972.4,58,2,1,0.5475,0.4341,0.322,0.0,0.3645,0
KM-122,25.95,37102,43.18,104.4,20141.1,48,0,0,0.0673,0.3158,0.945,0.9829,0.4881,0
KM-114,64.32,17927,69.6,46.27,12042.2,47,1,1,0.4637,0.1861,0.0705,0.0,0.2229,0
KM-103,87.53,29612,65.46,76.96,104135.2,53,1,3,0.8162,0.4652,0.0795,0.1988,0.4576,0
KM-120,79.86,25150,43.45,64.86,60414.1,16,1,0,0.6878,0.1763,0.8861,0.0,0.462,0
KM-106,32.74,28828,70.73,84.42,114047.0,52,2,1,0.2072,0.2963,0.078,0.4119,0.2446,0
KM-110,48.26,31507,61.72,103.53,64156.7,24,0,3,0.233,0.4872,0.167,0.958,0.4283,0
KM-120,94.12,23556,42.47,56.51,37928.5,74,1,0,0.9359,0.1598,1.0,0.0,0.5675,0
KM-112,89.24,7444,71.49,89.5,122321.6,160,1,1,0.8464,0.1084,0.24,0.557,0.4828,0
KM-116,90.83,23665,49.63,57.8,98738.1,76,2,0,0.9251,0.1609,0.729,0.0,0.5098,0
KM-120,82.96,50342,56.69,92.07,117334.5,72,1,0,0.7382,0.4992,0.4405,0.6305,0.5973,1
KM-104,81.79,49032,66.83,69.91,66197.7,169,1,0,0.719,0.4798,0.2535,0.0,0.4223,0
KM-106,56.74,26886,65.33,68.39,81815.0,124,1,0,0.3719,0.1948,0.186,0.0,0.2161,0
KM-121,64.8,23119,68.81,93.07,103283.6,95,3,0,0.5699,0.1554,0.1425,0.6591,0.3986,0
KM-114,72.15,22952,55.37,103.5,130394.8,39,1,0,0.5706,0.1537,0.4436,0.9571,0.5183,0
KM-103,90.42,77975,45.94,58.19,45413.7,100,4,1,1.0,1.0,0.9123,0.0,0.7825,0
KM-116,33.54,56228,51.28,102.19,38373.2,60,0,0,0.1125,0.5892,0.6387,0.9198,0.4984,1
KM-112,16.87,47574,63.33,95.3,78283.6,27,1,1,0.0784,0.5386,0.1072,0.7228,0.3281,0
KM-108,89.46,69739,67.19,77.97,138531.4,107,3,1,0.9504,0.8939,0.1605,0.2278,0.6338,0
KM-121,69.49,44381,58.9,77.98,87561.9,172,2,0,0.5829,0.4132,0.5021,0.2279,0.4533,0
KM-111,69.74,58226,66.69,78.96,8439.7,8,2,0,0.5864,0.6209,0.012,0.256,0.4141,0
KM-112,62.76,50509,63.96,55.95,13981.5,61,3,3,0.5438,0.7417,0.1332,0.0,0.4024,0
KM-114,70.54,72813,68.86,77.9,143463.8,74,2,1,0.5976,0.9483,0.111,0.2256,0.5135,0
KM-113,25.73,17211,67.54,74.78,90300.1,32,2,1,0.1662,0.1798,0.048,0.1367,0.1401,0
KM-124,79.83,12279,57.72,70.07,22314.1,79,2,1,0.7373,0.1401,0.4095,0.0021,0.3754,0
KM-115,52.19,48480,46.34,64.95,112166.8,116,1,0,0.3223,0.4717,0.9206,0.0,0.4149,0
KM-116,9.23,58004,52.83,90.28,76176.4,11,3,1,0.1585,0.6974,0.5032,0.5793,0.4463,0
KM-123,14.8,10674,61.94,50.02,121512.1,8,4,1,0.2219,0.1287,0.1346,0.0,0.1368,0
KM-101,51.28,52633,58.44,96.03,81831.2,151,2,0,0.363,0.5336,0.4888,0.7438,0.507,0
KM-122,75.46,5630,46.08,72.1,72016.1,118,2,1,0.6694,0.0987,0.9339,0.0599,0.4577,1
KM-121,34.2,35592,47.77,77.36,15320.3,133,2,1,0.217,0.3768,0.8886,0.2102,0.3899,0
KM-112,69.25,13812,42.36,66.71,20158.6,104,1,0,0.5295,0.0717,1.0,0.0,0.4033,0
KM-101,70.92,71807,51.88,57.28,78542.3,128,3,0,0.6529,0.8504,0.7169,0.0,0.5845,1
KM-110,56.49,29566,58.16,91.87,60665.8,97,0,0,0.3191,0.2247,0.4191,0.6247,0.3766,1
KM-122,84.82,55999,60.86,92.42,104335.4,142,1,0,0.7695,0.5856,0.3787,0.6407,0.6196,1
KM-104,80.9,51568,43.52,51.37,53034.1,77,2,1,0.7546,0.5975,0.9745,0.0,0.6084,0
KM-117,61.16,49212,47.73,50.92,79562.7,73,4,1,0.5741,0.5625,0.8005,0.0,0.5016,1
KM-117,74.94,65755,67.52,82.43,21998.7,25,1,1,0.6116,0.8252,0.0375,0.3552,0.4989,0
KM-104,26.11,29651,71.04,50.54,101078.0,108,2,2,0.1682,0.3856,0.162,0.0,0.1877,0
KM-111,92.97,6963,50.45,91.55,143842.4,142,1,1,0.9143,0.1057,0.795,0.6157,0.6286,0
KM-112,64.07,14893,52.25,82.85,132578.4,163,1,1,0.4605,0.1603,0.7544,0.3672,0.4256,0
KM-125,84.56,26530,64.97,100.57,160257.0,128,1,2,0.765,0.351,0.1931,0.8734,0.5688,1
KM-111,71.67,78401,69.38,83.18,89538.2,77,4,2,0.7136,1.0,0.1155,0.3767,0.5982,0
KM-125,20.43,68416,63.54,80.8,106980.6,29,0,1,0.0418,0.8709,0.1019,0.3085,0.3144,0
KM-103,54.35,54234,50.08,78.19,111509.4,92,1,1,0.3454,0.6382,0.7348,0.234,0.4742,1
KM-111,89.83,52683,66.59,52.19,28899.5,38,1,0,0.8569,0.5344,0.057,0.0,0.4449,1
KM-111,40.66,76475,65.49,74.24,11087.0,2,1,1,0.2153,1.0,0.003,0.1211,0.3502,0
KM-120,76.67,73028,59.92,90.76,81297.4,104,1,1,0.6379,0.9522,0.3591,0.5931,0.6517,1
KM-101,53.08,49418,58.33,85.04,81601.8,114,0,1,0.2817,0.5655,0.4378,0.4297,0.4135,1
KM-121,90.35,52269,65.32,50.68,172909.8,27,1,1,0.8663,0.6081,0.0405,0.0,0.4633,1
KM-117,59.01,68306,40.75,89.75,7628.7,39,2,1,0.4482,0.869,1.0,0.5643,0.687,1
KM-122,9.3,12804,57.55,53.3,51081.5,105,1,0,0.0586,0.064,0.4555,0.0,0.1276,0
KM-121,31.66,76632,42.59,63.57,37511.0,44,1,3,0.1503,1.0,0.9624,0.0,0.4951,1
KM-117,56.35,77769,50.47,56.86,147694.1,16,2,3,0.4176,1.0,0.6053,0.0,0.5172,1
KM-106,88.42,14290,54.94,46.85,164994.3,117,2,1,0.8818,0.1555,0.578,0.0,0.4631,0
KM-115,28.81,20578,65.55,94.59,166200.4,29,1,1,0.133,0.2105,0.0435,0.7026,0.2484,0
KM-125,47.17,49339,45.02,70.56,26848.7,95,2,1,0.3225,0.5643,0.9416,0.0161,0.4455,0
KM-119,90.31,13677,59.4,66.6,76828.7,56,2,1,0.9157,0.1507,0.308,0.0,0.4198,0
KM-114,13.49,46658,55.02,49.17,7186.0,172,1,0,0.0682,0.4454,0.657,0.0,0.2666,0
KM-114,25.08,20723,43.08,51.67,73106.3,3,1,2,0.1129,0.2918,0.8815,0.0,0.2888,0
KM-102,25.54,14364,46.67,52.12,52635.1,21,0,0,0.0652,0.0761,0.7648,0.0,0.1948,0
KM-113,39.84,15848,47.09,46.43,19306.5,107,1,0,0.2087,0.0882,0.877,0.0,0.2705,0
KM-122,92.1,56982,61.01,70.32,104017.2,156,0,0,0.8482,0.6011,0.3935,0.0091,0.5277,0
KM-101,29.21,9936,56.15,76.56,158379.8,92,1,1,0.1353,0.1238,0.4919,0.1875,0.2142,0
KM-125,75.14,69097,57.36,60.97,75814.7,37,2,0,0.6645,0.8027,0.3611,0.0,0.5055,0
KM-101,68.46,53760,47.52,88.86,120697.2,131,2,0,0.5687,0.5509,0.8956,0.5387,0.6236,1
KM-119,13.31,31156,67.06,85.72,23654.5,127,1,0,0.0677,0.243,0.1905,0.449,0.2124,0
KM-106,53.92,46924,67.77,96.4,37314.6,176,0,0,0.2907,0.4492,0.264,0.7544,0.4177,0
KM-101,36.95,7263,58.59,54.07,121254.3,128,1,1,0.1865,0.1074,0.4483,0.0,0.1818,0
KM-122,83.7,75239,45.89,79.3,95137.2,142,2,1,0.8006,0.9921,0.9773,0.2657,0.7768,1
KM-116,12.44,13589,51.74,69.82,133854.6,133,1,3,0.0655,0.31,0.73,0.0,0.2464,1
KM-103,88.25,35838,56.61,66.26,113115.3,94,2,1,0.8788,0.3798,0.4766,0.0,0.4978,0
KM-103,41.02,18625,43.09,55.21,71734.9,95,0,0,0.1683,0.1123,1.0,0.0,0.287,0
KM-125,41.57,15212,62.8,100.6,57485.3,37,0,0,0.1728,0.0829,0.1434,0.8742,0.2847,0
KM-108,23.95,2253,55.3,70.46,157769.7,140,0,0,0.0574,0.0047,0.598,0.0131,0.1435,0
KM-108,57.7,53239,63.68,75.65,128130.9,13,0,1,0.3329,0.6229,0.0722,0.1614,0.319,0
KM-102,17.05,76065,59.31,91.22,26210.3,37,1,0,0.0791,0.9271,0.283,0.6063,0.4373,0
KM-102,7.64,43814,65.98,92.05,30781.8,30,1,2,0.0558,0.5653,0.045,0.6299,0.2959,0
KM-124,36.83,30583,64.74,77.18,134916.2,79,2,1,0.2356,0.3164,0.1288,0.2053,0.2284,0
KM-124,60.47,21301,65.2,97.75,100322.3,77,2,0,0.4657,0.1374,0.1155,0.7929,0.379,1
KM-113,13.29,10400,69.16,76.2,15520.7,10,1,0,0.0677,0.0469,0.015,0.1771,0.0738,0
KM-111,64.9,78491,42.9,72.63,97719.3,45,4,1,0.6212,1.0,0.9514,0.0752,0.6727,0
KM-106,15.25,7661,70.34,52.34,115022.9,16,1,2,0.0733,0.1896,0.024,0.0,0.0778,0
KM-104,16.69,35356,62.63,65.56,96007.5,84,2,2,0.1278,0.4538,0.221,0.0,0.2024,1
KM-110,61.67,55474,51.99,56.76,33177.2,47,4,0,0.5804,0.5774,0.5911,0.0,0.4657,0
KM-125,53.79,34502,65.9,61.9,109104.7,76,1,1,0.3393,0.3632,0.114,0.0,0.2324,1
KM-116,42.68,78659,44.43,101.25,34319.1,53,1,1,0.2322,1.0,0.9022,0.8928,0.6903,0
KM-124,62.66,17044,57.32,57.52,48271.9,48,2,0,0.4927,0.0983,0.379,0.0,0.2728,0
KM-109,87.7,25621,64.49,94.14,29004.7,126,1,0,0.8192,0.1812,0.2094,0.6898,0.5119,1
KM-101,47.23,17852,69.47,85.01,143773.0,102,4,1,0.423,0.1854,0.153,0.4289,0.3108,0
KM-103,87.62,7951,63.02,59.77,98456.8,4,1,0,0.8176,0.0313,0.0854,0.0,0.3111,0
